1	2.34089e-05
2	6.97009e-05
4	2.27514e-05
8	2.35938e-05
9	2.29025e-05
11	4.59539e-05
14	2.34278e-05
15	2.28421e-05
18	4.5256e-05
29	2.47071e-05
34	2.32734e-05
37	2.46713e-05
39	2.31859e-05
40	2.35651e-05
41	2.34954e-05
45	2.36329e-05
49	2.28814e-05
55	2.47499e-05
56	4.80756e-05
58	2.49941e-05
59	2.28451e-05
69	2.3472e-05
78	2.29484e-05
82	2.35885e-05
90	2.28447e-05
100	2.48421e-05
102	2.44986e-05
103	2.37497e-05
105	2.38082e-05
108	2.31987e-05
135	2.34894e-05
139	4.8367e-05
143	2.4976e-05
199	2.26887e-05
207	2.39943e-05
379	2.40961e-05
382	2.41175e-05
384	4.86071e-05
385	2.35986e-05
390	2.37669e-05
403	4.70982e-05
404	4.86871e-05
405	2.49248e-05
406	4.70666e-05
410	2.32126e-05
411	2.30847e-05
412	2.43138e-05
413	4.85777e-05
415	6.92339e-05
416	4.70721e-05
418	4.81081e-05
419	2.27909e-05
420	6.90202e-05
422	7.17802e-05
423	2.3729e-05
424	0.00011658
425	7.12406e-05
426	9.39931e-05
427	0.000138388
428	2.45882e-05
429	0.000121602
430	0.000145992
431	9.15705e-05
432	7.39558e-05
433	4.59061e-05
434	9.3131e-05
435	9.66694e-05
436	0.000122344
437	4.77088e-05
438	2.37896e-05
439	2.29378e-05
440	0.000145525
441	0.000148003
442	0.000146651
443	7.00685e-05
444	6.78937e-05
445	9.29614e-05
446	9.22006e-05
447	9.66569e-05
448	0.000123214
449	0.000123429
450	9.56341e-05
451	0.000184598
452	0.000122101
453	0.000209177
454	0.000369518
455	0.000209945
456	0.000187386
457	0.000349872
458	0.000281859
459	0.000365474
460	0.000296564
461	0.00031677
462	0.000303207
463	0.0001844
464	0.000348233
465	0.000212393
466	0.000468314
467	0.000181383
468	0.000257712
469	0.000462542
470	0.00018954
471	0.00032918
472	0.000393574
473	0.000430817
474	0.000400913
475	0.000351197
476	0.000348118
477	0.000424853
478	0.000321005
479	0.000429955
480	0.000526013
481	0.000452128
482	0.000338469
483	0.000468986
484	0.000395262
485	0.000307642
486	0.000302552
487	0.000338892
488	0.000594371
489	0.000363839
490	0.000366011
491	0.000598766
492	0.000544455
493	0.000607744
494	0.000574522
495	0.00049842
496	0.000515893
497	0.000613241
498	0.000657697
499	0.000714872
500	0.000545063
501	0.000715293
502	0.000906159
503	0.000778341
